timestamp,plate_text,crop_file,frame_file
20260704_113328,204,/app/anpr_results/crops/20260704_113328_4595_0_0.jpg,/app/anpr_results/frames/20260704_113328_4595_0_0.jpg
20260704_113329,283-E-04,/app/anpr_results/crops/20260704_113329_4597_0_0.jpg,/app/anpr_results/frames/20260704_113329_4597_0_0.jpg
20260704_113330,2804,/app/anpr_results/crops/20260704_113330_4602_0_0.jpg,/app/anpr_results/frames/20260704_113330_4602_0_0.jpg
20260704_113330,204,/app/anpr_results/crops/20260704_113330_4604_0_0.jpg,/app/anpr_results/frames/20260704_113330_4604_0_0.jpg
20260704_113332,2804,/app/anpr_results/crops/20260704_113332_4614_0_0.jpg,/app/anpr_results/frames/20260704_113332_4614_0_0.jpg
20260704_113332,283-E-04,/app/anpr_results/crops/20260704_113332_4616_0_0.jpg,/app/anpr_results/frames/20260704_113332_4616_0_0.jpg
20260704_113332,204,/app/anpr_results/crops/20260704_113332_4617_0_0.jpg,/app/anpr_results/frames/20260704_113332_4617_0_0.jpg
20260704_113333,28304,/app/anpr_results/crops/20260704_113333_4618_0_0.jpg,/app/anpr_results/frames/20260704_113333_4618_0_0.jpg
20260704_113333,204,/app/anpr_results/crops/20260704_113333_4621_0_0.jpg,/app/anpr_results/frames/20260704_113333_4621_0_0.jpg
20260704_113334,2804,/app/anpr_results/crops/20260704_113334_4626_0_0.jpg,/app/anpr_results/frames/20260704_113334_4626_0_0.jpg
20260704_113335,20804,/app/anpr_results/crops/20260704_113335_4631_0_0.jpg,/app/anpr_results/frames/20260704_113335_4631_0_0.jpg
20260704_113335,2804,/app/anpr_results/crops/20260704_113335_4632_0_0.jpg,/app/anpr_results/frames/20260704_113335_4632_0_0.jpg
20260704_113335,204,/app/anpr_results/crops/20260704_113335_4633_0_0.jpg,/app/anpr_results/frames/20260704_113335_4633_0_0.jpg
20260704_113342,2804,/app/anpr_results/crops/20260704_113342_4677_0_0.jpg,/app/anpr_results/frames/20260704_113342_4677_0_0.jpg
20260704_113344,28054,/app/anpr_results/crops/20260704_113344_4688_0_0.jpg,/app/anpr_results/frames/20260704_113344_4688_0_0.jpg
20260704_113344,2804,/app/anpr_results/crops/20260704_113344_4690_0_0.jpg,/app/anpr_results/frames/20260704_113344_4690_0_0.jpg
